Id,createdAt,MEASUREMENT_START_TIME,MEASUREMENT_START_UNIXTIME,CHUNK_COUNT,CALIBRATED_SAMPLINGRATE,device,gateway,TEMPERATURE,CLEARANCE_1,CLEARANCE_2,CLEARANCE_3,CREST_1,CREST_2,CREST_3,GRMS_1,GRMS_2,GRMS_3,KURTOSIS_1,KURTOSIS_2,KURTOSIS_3,SKEWNESS_1,SKEWNESS_2,SKEWNESS_3
6321b8a054d4710013cfa309,2022-09-14T11:18:56.348Z,03:43:11:02:01:1970,99788,4,13351,CA:B8:31:00:00:64,CA:B8:29:00:00:01,31.51,1.6867897565185819,3.437575199896023,2.9300592309287112,23.084035406512907,10.243148683504215,8.13318625647015,0.07708713635341082,0.04137355916033587,0.04096320686554566,9.38025466431316,4.609517123991707,3.7819492583933023,0.22111126134736658,-0.019751067694399604,0.3355042824375889
6321b9e354d4710013cfa30c,2022-09-14T11:24:19.150Z,03:48:34:02:01:1970,100110,4,13342,CA:B8:31:00:00:64,CA:B8:29:00:00:01,31.8,2.14076345643137,12.692341036967004,13.754844656575196,3.2022278971704425,6.71233849867537,7.007534111425477,0.6242574747334269,0.2983138310930293,0.285821475324669,7.774656916293751,18.014705323592324,19.815551310854524,1.4981707654564425,-0.2658524923861821,0.19239206820304294
6321ba1e54d4710013cfa30e,2022-09-14T11:25:18.010Z,03:49:42:02:01:1970,100179,4,13351,CA:B8:31:00:00:64,CA:B8:29:00:00:01,31.71,2.158287539711269,13.376826086276251,15.861567353461869,3.9667445179933374,9.089324455437977,10.108486140442334,0.5040366465742819,0.19850342234702417,0.19898951714166205,8.9030959132104,12.137307749626899,16.571165648725582,1.404954304959793,0.13533191379043558,0.07276582377679695
6321bc6954d4710013cfa310,2022-09-14T11:35:05.552Z,03:59:20:02:01:1970,100757,4,13342,CA:B8:31:00:00:64,CA:B8:29:00:00:01,32.56,2.1488420381089925,10.938189656961864,10.713116827251211,3.174477438871443,6.581266021127074,6.382775852185667,0.6297112375338064,0.3042220892111095,0.3136337682916004,6.938069239753915,10.105729758901383,8.686653730533365,1.3563358565613106,-0.051217357820228036,0.41732893559151263
6321bcaa54d4710013cfa312,2022-09-14T11:36:10.394Z,04:00:25:02:01:1970,100822,4,13342,CA:B8:31:00:00:64,CA:B8:29:00:00:01,32.64,2.1439772888557926,14.310299764926778,15.647106325341172,3.529245043570181,9.54673766880836,9.321906802857027,0.5664536658735458,0.21048638152428592,0.21548286637257874,8.837950968671237,13.776103579538866,20.362430533014933,1.589038838841074,0.08984632186034301,0.14547628913907099
6321bcf054d4710013cfa314,2022-09-14T11:37:20.418Z,04:01:43:02:01:1970,100900,4,13342,CA:B8:31:00:00:64,CA:B8:29:00:00:01,32.78,2.120645945104196,12.645423226207138,13.764352276504887,3.012946855739095,7.668154073019803,7.611025553129054,0.6634521595252585,0.26137139804104187,0.2633168635906573,7.22305212592863,10.544558848345995,12.486290676364604,1.4954621599640683,0.16374636214367752,0.10761164109135779
6321bd2c54d4710013cfa316,2022-09-14T11:38:20.049Z,04:02:34:02:01:1970,100951,4,13351,CA:B8:31:00:00:64,CA:B8:29:00:00:01,32.93,2.160061495605113,12.288700010501541,13.471745026804292,3.183595583285544,7.688781893478776,7.392588630875291,0.6279087659290516,0.26067609779799783,0.27103513401511176,6.8104877730282345,9.335488854340033,12.702956674420996,1.303996856723348,0.10300839764260619,0.05967279702287425
6321bd6954d4710013cfa318,2022-09-14T11:39:21.374Z,04:03:43:02:01:1970,101020,4,13342,CA:B8:31:00:00:64,CA:B8:29:00:00:01,32.99,2.114170996562073,11.834880769079616,12.83217844428553,2.814580541094494,7.142263383091742,7.128805758123598,0.7101885538794402,0.28046518966539774,0.2809910477878592,6.5806469563078105,9.202250269961828,11.238102468518196,1.437876331309071,0.11046626405737489,0.08156876344419467
6321bdad54d4710013cfa31a,2022-09-14T11:40:29.227Z,04:04:44:02:01:1970,101080,4,13342,CA:B8:31:00:00:64,CA:B8:29:00:00:01,33.07,2.1684154792736057,14.507970218192668,15.594808542979365,3.5987613125735325,9.7675428697319,9.584818148521654,0.5555208435606572,0.20580679909607347,0.20966368756911005,7.433671372013575,13.240872464057423,16.849568775303062,1.2786133515782812,0.018902855174167555,0.14537614090421463
6321bdf854d4710013cfa31c,2022-09-14T11:41:44.576Z,04:05:59:02:01:1970,101156,4,13333,CA:B8:31:00:00:64,CA:B8:29:00:00:01,33.09,2.1495150466767425,13.404709064732144,15.252444324027365,3.5208579478433584,8.890516212199659,9.410786073589868,0.5678019143282433,0.21362490076283244,0.21347869261815247,7.975807410978252,11.826261471897757,14.295442152260769,1.4417337624954314,0.1561817702185801,0.06118716797427565
